,title,description,hash_tags,views,comments
38,['Daily Climate show: How the government plans to decarbonise our homes'],"[[""On the Daily Climate Show, we've learnt that the government is looking at imposing a new green tax."", '', 'Plus, an exclusive interview with US climate envoy John Kerry and our guests debate how we should deal with climate anxiety.', '', 'SUBSCRIBE to our YouTube channel for more videos: ']]",[''],"['2,251 views']","[['His success stories are everywhere 😱', 'Yall went left when your government did', ""Why bother when they're mass producing CO2 for food production and packaging."", 'FIND ME 𝐇ERE 👉 https://bit.ly/3mGK9Zp?プライベートr続nき\n\n\n\n\n\nライブ配信の再編ありがとうです！この日のライブ配信は、かならりやばかったですね！１万人を超える人が見ていたもんね（笑）やっぱり人参最高！まさかのカメラ切り忘れでやら1かしたのもドキドキでした！今後は気を付けないとね. .', ""He's obviously the best I invested 2000USD with him and in 9 days I made a profit of 9101USD"", 'Because of the economic crisis and the rate of unemployment, now is the best time to invest and make money 💯', 'vaw.fyi\n\nsuper', 'Heat pump £ 20, OOO', 'i like chains that are made of gas. it better than ones can see.', 'No idea but I won’t happen in my lifetime and I’m pushing 40! Get Greta to pay for it. She must’ve pocket’d a few million !', 'Will bbq be banned next,', 'RIDICULOUS', 'Climate change.  Pfft.', 'We need more publicity on global warming and why we need to spend to get through this. Boris it may not be politically correct by talking to insulate Britain protesters but please do it.', 'What are they going to do about all the fire pits, chimeneas, log burners, barbecues and outdoor space heaters that so many homes have?  Their plans make no sense.', 'ارجوك اقراء الرساله كامله  الله يبيض وجهك و يشرح صدرك و يرفع قدرك و يعلي كلمتك و يوفقك في حياتك و يقض عنك دينك و يوسع في رزقك و يبارك لك في عمرك و يجعل محبتك في قلوب عباده و يسخر لك من تعرف و من ﻻتعرف و يجعلك مباركا في الدنيا  و مغفوراً ذنبك في الآخرة و يحميك من عين الحاسدين و من نظرات الشياطين  و يرزقك برزق ليس له حدود و يسخر لك كل الجنود و من الشر يفك عنك كل القيود ويصلح حالك وبالك  و يريح قلبك و يغفر لك كل خطيئة علمت بها أو لم تعلم بها و أسأل الله الكريم أن يعيذك من جهد البلاء  و درك الشقاء  و سوء القضاء و شماتة اﻷعداء كما أسأله أن يعيذك من زوال نعمته و من تحول عافيته و فجأة نقمته و جميع سخطه و أسأله أن يرضى عنك  رضاً ﻻ يعقبه سخط و أسأله ألا يحرمك كل حسنة وأن يبعد عنك و يمحو كل سيئة يارب كان الله في عون العبد ما كان العبد في عون اخيه المسلم اخي احنا اسرة ايتام وفقراء ومشردين اقسم بلله اننا ميتين جوع من يستطيع مساعدتنا لوجه الله يراسلني واتساب+967715650030 ساعدونا الله يحفضك ويحميك']]"
39,['Who will be affected by the Universal Credit cut?'],"[['During the lockdown, the government upped universal credit by £20 a week. Now that the COVID-19 restrictions are lessening, that uplift is being cut.', '', 'But how does universal credit actually work? And who might lose out?', '', 'SUBSCRIBE to our YouTube channel for more videos: ']]",[''],"['14,889 views']","[[""I'm on what would've once been called incapacity benefit. I was on Employment Support Allowance but I was forced over to Universal Credit. UC was already less than I was receiving via ESA and my UC payments started just as the £80 was added, so I was never actually aware that I was getting £80 extra. "", ""Haven't we come a long way since King John & the Magna Carta. . . . N O T"", 'Repeal the Psychoactive Substances Act. NOW.', ""We've gotta aid countries from across  the world with millions of money."", 'Whilst the greedy mps are receiving a standard rate of nearly 7k per month,  their petty reasoning of why the extra tiny amount of  £80 a month which helps put food on the table is not good enough in their eyes.  The government will always be corrupt', 'Coffee needs to live on Universal credit herself', 'Vote Conservatives, Face Consequences.', 'and still mps take there well deserved pay rise of about 9000 pounds each wtf', ""One tip i can give is buy  Hot Water bottles they help a lot more than people think when trying to keep warm. It doesn't cure everything but its instant heat with out using the heating."", ""I won't go into too much detail but i will say this! the British government is very, very cruel and can make your life a misery!"", ""Who will be affected by universal credit cut?,\nHmmm........maybe that'll be EVERYONE getting universal credit 🤦🏻\u200d♂️durr"", ""One day England will be a very poor country, it's just a question of time."", 'They should keep it, even with that increase its still barely enough for people to live on....', ""We know what's coming now!! Forget about the single and especially the young men"", 'Crazy but some people in Ireland got 350 euro to sit at home and still complained and people in uk only got 20 pounds extra', 'The amount of UC was not a liveable amount to start with, the uplift proved that.', 'Who feels it knows it !!', ""I'm all for going out and earning your own living, however in some situations people can't get a job and sadly have to rely on the government, this government will keep on doing everything possible to make the poor even poorer"", 'Have to say am British living in Southern Ireland and they treat their claimants much more generously, the 20 pound extra is mean to say the least, then take away that after this c...p. horrible state of affairs.', 'A comfortable income?\nUniversal Credit for me living on my own has gone down to £324.84 PER MONTH \n\nTo claim UC I must have a phone and internet connection, make at least 2 journeys to the job centre (3 hour round trip on public transport at a cost of £5 per trip, I.e. £10 of my UC payment', ""It's really simple. If people can't buy things, shops can't sell them."", 'People need to stand on the streets and Deg for money 🤑', 'Other than people on disability, I find it funny that the rest are moaning that the amount of free money they get is being cut. Get a job plenty out there now', 'The wicked shall pay the price for their evil greedy ways.', 'this channel is a mirror image of the BBC!', 'So they’re cutting the UC payments but they’re rising tax which means even more expensive items like food etc \n\nthey know it’s gonna be hard on the people so why go ahead with that idea', 'It’s so sad', 'Errr people on universal credit', ""I work self employed I am on UC and I struggle with money sometimes I think UC is better in some ways but bad in others it's not helping the worst off and not addressing the in balance of fairness its not a measured system I mean yea I will miss the £20 a week used it for food and stuff but I mean it's really hiw its measured against people in work against self employed and unemployed very uneven balance in the system as for getting more money don't make me laugh no goverment will increase welfare"", 'Found a job', 'Tory Britain', ""Guaranteed that it'll never be given again. Millions of workers have had bonuses cut or taken away for years, as a part of wage negotiations."", 'The UK is sixth or 7th in the list of richest nations in the world but over 10% of the population are in food poverty and those numbers are only growing if Sky News wants to see how little the UK Government cares have a look at how the numbers classed as being in food poverty has increased over the last 10 years', 'Stop inviting refugees in', ""So wheres the £20 bonus per week for the tens of thousands' of factory workers who worked all the way through this shamdemic ?."", ""Don't these people realise it is the taxpayer that pay taxes pays for this I don't get a extra £20 in my wage packet every month."", 'it pays to work', 'HI it is not GOOD enough from jenna McMurray xxx', 'Job centres have now moved on to faze two after cutting universal credits and it’s been noted that people have to pay back the £20 per week sum of money which in one month relates to having to pay £6 per month but now the job centres have been told by the government to put pressure on a percentage of claimers back to work even if it means cutting their benefits as well if they are still providing sick notes from their doctors surgery?', 'All the single mums that spend it on alcohol in stead of food..?', ""1:34 Better of claiming than working - then that shouldn't be the case; yes it's to help people not make them complacent."", 'Why do they deserve a top up over anyone else on benefits absolutely stupid', 'Still enough money for new iphones, nails & the pub.', ""Oh well get back to work I'm working with disabilities no excuse"", 'Go out and search for a job.', 'People who live on benefits', 'ارجوك اقراء الرساله كامله  الله يبيض وجهك و يشرح صدرك و يرفع قدرك و يعلي كلمتك و يوفقك في حياتك و يقض عنك دينك و يوسع في رزقك و يبارك لك في عمرك و يجعل محبتك في قلوب عباده و يسخر لك من تعرف و من ﻻتعرف و يجعلك مباركا في الدنيا  و مغفوراً ذنبك في الآخرة و يحميك من عين الحاسدين و من نظرات الشياطين  و يرزقك برزق ليس له حدود و يسخر لك كل الجنود و من الشر يفك عنك كل القيود ويصلح حالك وبالك  و يريح قلبك و يغفر لك كل خطيئة علمت بها أو لم تعلم بها و أسأل الله الكريم أن يعيذك من جهد البلاء  و درك الشقاء  و سوء القضاء و شماتة اﻷعداء كما أسأله أن يعيذك من زوال نعمته و من تحول عافيته و فجأة نقمته و جميع سخطه و أسأله أن يرضى عنك  رضاً ﻻ يعقبه سخط و أسأله ألا يحرمك كل حسنة وأن يبعد عنك و يمحو كل سيئة يارب كان الله في عون العبد ما كان العبد في عون اخيه المسلم اخي احنا اسرة ايتام وفقراء ومشردين اقسم بلله اننا ميتين جوع من يستطيع مساعدتنا لوجه الله يراسلني واتساب+967715650030 ساعدونا الله يحفضكم ويحميك', 'Look at all the lazy people winging that they might loose their free cash.\nGet a job or do overtime like everyone else has too.', '1st']]"
40,['Has abortion in America reached a tipping point?'],"[['Abortion has long been a flashpoint in America’s “culture wars” and like gun control, it’s an issue that divides almost exactly down party lines.', ' ', 'Conservative Republicans mostly identify as ‘Pro Life’ while its liberal Democrat voters identify themselves most often as ‘Pro Choice’.', '', 'After decades of push and pull between each side over a woman’s right to abortion - has it finally reached a tipping point in America?', '', 'SUBSCRIBE to our YouTube channel for more videos: ']]",['#abortion'],"['2,277 views']","[['Abortion is LITERALLY a life or death issue.', 'His success stories are everywhere 😱', 'me happy they not got rid of me.', ""My body my choice. Unless it's a choice I don't agree with."", 'Some are rubbing hands intensively', ""He's obviously the best I invested 2000USD with him and in 9 days I made a profit of 9101USD"", '""reached a tipping point"" > Karl Marx', 'stop support war at Yemen', 'When states ban abortion like this the only right thing to do is also ban all forms of viagra and cialis and increase the spending on programs to help care for these moms and babies in their communities.', 'Abortion is a murder. Exodus 20:13: ""Thou shalt not kill.""', 'Killing babies, bad.  That’s my take.', 'Abortion always been a hot bed issue If a women can’t get a legal abortion she gets an illegal one. Since the beginning of time']]"
41,"[""26% of petrol forecourts are dry, but overall 'improvement' - Petrol Association""]","[[""The UK's Petrol Retailers Association reaffirm there are 'positive signs' from their clients, with 47% now having stocks of both diesel and petrol. "", '', 'They add however that fuel delivery is not reaching independent forecourts, with over a quarter of such members running dry. ', '', 'Queues outside London are not reaching the same levels in the capital and the wider south-east, as seen over the past week.', '', 'SUBSCRIBE to our YouTube channel for more videos: ']]",[''],"['19,837 views']","[[""All 7 petrol stations in my local area were dry yesterday.   Just venturing out now to see if I can find some before my car runs out completely.  If I don't return, send out a search party."", 'I’m so glad I’m not playing into all of this :)', 'No fuel - but happy fish. What a bargain!', ""1:37 Lorry stuck because a few silly drivers don't leave a gap on the roundabout, but instead feel like they have to move forward and block the road"", '""There is no peace unto the wicked"".', 'the best comedy comes out of that country.\nthanks for the entertainment.', 'Petrol stations !   This is not the USA !', 'The writing on the blackboard or A frame, in the thumbnail, in general, seems like a sweet gesture ...', ""Looks like we're gonna have to 6uild 6ack 6etter eh?... Sigh... All a stage"", 'Why are they calling them ""Gas stations"" ?', 'I can sum up this situation with 3 words: get Brexit done.  Hahahaha', 'I travelled a 18 mile radius from my home in carshalton \nEvery single garage I went to was empty \nThis was 4 am this morning', 'Never no mention for motorcyclists who need their bike to go to work .most only hold 2 gallon .commuter ones anyway...who wants to sit in the rain in a queue for hours.', 'No one talking about the guys smoking around the other guy filling up his bike at the same time', ""They're dry because of the panic. There's no shortage, the same amount if fuel is still in circulation. Like this is a story 😆"", 'Glad the area I live isn’t that bad small ques with a 10-15 minute wait but one BP garage is closed', 'they must all be in my town. No petrol stations have fuel in my large town.', 'Today is the first time I spend more then 20 pounds on petrol.', 'I love the smell of unleaded in the morning', 'Brilliant! Best thing to happen for the working class man! At last the British drivers will get a decent wage  and not be beaten down by wage suppression from the cheaper wages that the EU workers.... result! Value the British working class first rather than trying to keep them down!', 'Meanwhile cyclists are laughing at vehicle owners faces while they Carry on  their journey and car owners are panic over getting fuel', 'Oh and the situation has gotten better has it ?! \n\n3 stations in my immediate area dry, one a Tesco... and the Sainsbury’s the queues blocked up all the road in and out. ', 'I have about 5% of my portfolio in Uranium bitcoin any advice on any other Crypto currency that I can grow my $300k capital to a million dollars?', 'KEEP WARM THIS WINTER: PUT AN EXTRA JOURNALIST ON THE FIRE.', 'Started by BP saying they shutting down, (6 forecourts only) & we have a toilet paper issue. Wow...', 'Hope this doesn’t make it over to the States. Goodluck everyone', 'KEEP WARM THIS WINTER: PUT AN EXTRA POLITICIAN ON THE FIRE.', 'The lemmings are running wild', 'My Toyota hybrid runs for 520 miles on a full tank of appx £45', 'bollocks its improving. reduce the tax. no one can afford these 40k electric cars.. stop the hate government', 'Sly news. 26% of panic buyers are still panicked 😂', 'I\'m sorry for 48% of people who voted NO BREXIT!\nThey are "" I N N O C E N T"" !', 'Dry forecourts??? Lucky them, been on holiday in the North Pennines last week and they were moist most days....', 'keep that fear rolling', ""All the petrol stations where I live are open, and there's no queues, must be certain area's."", '""petrol forecourts are dry"" > Karl Marx', 'Fear mongers', 'now out of petrol except what in the reserve tank.... cant use public transport nor walk or bike .. so now stuck in doors  until  the supply gets back to normal . if ever .. thanks  panic buyers...', 'Getting silly get army in now!', 'Is it just a ploy to get all buying electric car?', 'No petrol in London!!', 'Britain got back control of their cave … lol.', 'Panic ?! ,, of course because i noticed from august the station are all the time empty', 'Why this happen such of a sudden?', 'I have an HGV license but wouldnt do that job for less than £50 per hour.  I had a letter in the post from the Transport ministry yesterday saying about the shortage trying to persuade me into looking for an HGV job! Haha. Dream on.', 'Laughs in fixie', 'How’s that green energy working out for ya?', 'Long term issue is still rising', 'It kicked off at my local station', 'There is fuel but some closed some open', 'I don’t need oil. I ride the bus', '26% in UK or in Britain?', 'Vote for a clown and the circus will follow.', 'People will be kicking themselves in few weeks if they miss the opportunity to buy and invest in bitcoin', ""Glad I don't live in London hell hole no more 😂😂😂"", 'And he greedy garages put up there prices', 'Boris again react late', 'Third country', 'Its a London issue mainly.\n\nIndicative of how selfish they are in London. Me me me me me attitude.', 'Nigeria is ready to supply petrol to our former colony.', 'I want electric Car 🚗', 'No problems yesterday at Sainsburys, Fosse Park, Leicester, few queues at other filling stations. I ran our car down to below quarter full and refused to join long queues over the weekend.', 'It’s good to  see SLY news are still pushing the agenda', 'Plenty of petrol and diesel in the gateshead area again today. Cant see any panicking in my area.', 'Au porcupine brother your petroleums problem is good answer Frome EU mike', 'i bet stations are never full full anyway', 'Just gone Electric 🚘 as the tariffs are about to increase 🤔', ""Who believes it's improving? 🤣🤣"", 'Tell the stupid Boris Johnson', 'there are other modes of transport', 'Oh the glorious Brexit! It’s just the beginning and winter is coming', 'p7h2d\n\nvyn.fyi', ""The deliveries can't get to the petrol stations because they are all blocked by queueing cars..."", ""I'M SWITCHING SIDES AND VOTING LABOUR NEXT TIME ROUND."", ""Stop putting on the news. Then there won't be a shortage. Jeesus"", ""Sky is asking 'are women safe to walk the streets'?\n\nWell sky, the fact all of your female employees managed to get into work this week with out being attacked."", ""Petrol crisis? No problem. \nas UK's Public Transport is in great shape and \nquite affordable for all UK citizens."", 'What is a gas station?  Why the American vulgarity?  Ugly…..cheap language.']]"
42,"[""Confidence in UK economy has 'fallen off a cliff'""]","[['Supply chain problems, Brexit, COVID, and national insurance hikes are a few of the key reasons why businesses are losing optimism in the UK economy.', '', 'The Institute of Directors Chief Economist, Kitty Ussher, says their internal data has confidence at the same level as before the easing of restrictions last February. ', '', 'SUBSCRIBE to our YouTube channel for more videos: ']]",[''],"['27,041 views']","[[""But Farage told us Brexit would bring an economic boom. Surely, Farage wasn't lying to all those people that voted for Brexit. 🤔"", ""Who knew there is a cliff after the cliff. I guess we're gonna see how many there are."", 'More to come!', ""Most economists expect the unemployment rate - which counts how many people are able to work and want a job, but can't find one - to rise this year."", 'confidence in the potato in a wig has fallen off a cliff', ""Who knew there is a cliff after the cliff. I guess we're gonna see how many there are."", 'Well Johnson did say F**K business. Something he told the truth about.', 'Remember, we will see the economical benefits in the next 50 years, have patience 🙃', 'The reason the economy is in a mess- Johnstone closed it down for two years', 'Quelle surprise!  Who could have anticipated this? Well,  anybody with half a brain to be fair.', 'Broken brexit Britain regains poor man of Europe status', ""Tories couldn't run a bath never mind the complexities of the economy."", 'Welcome to The Great British Brexit Disaster', ""The Ministry of 'It's not Brexit' is working overtime.\n\nMove on, nothing to see here."", 'I\'m watching this video  while a song of The Doors is in the next room. Listen, ""This is the eeeend, this is the eeend"". . .', 'I like the lady. Very professional.', 'Truck drivers not coming in from EU\nFuel shortages\nEnergy suppliers collapsing\nFood shortages', ""I've never been confident in the UK economy."", 'Now this is not the end of Brexit. It is not even the beginning of the end. But for sure it is the beginning of reality. (Inspired by Sir Winston Churchill)', 'To me, the UK is very similar to Venezuela, where 8 years ago it went well, right? Long queues and companies stop selling their goods to the country of risk and the population begins to try to flee the country.', 'minimal wages has fallen off the cliff', 'Says one Brit to the other; ""Have we achieved full Brexit?""\nReply; ""Oh, no. Things will get far worse"".', ""Who knew there is a cliff after the cliff. I guess we're gonna see how many there are."", 'The sick man of Europe .', 'I have confidence in Boris.', 'Might have been a good idea not to shut down businesses then? How about government stops over spending then raising taxes then continue to overspend.', 'Now lets throw parliament and the bankers off one.', 'THAT WAS MY OLD MATH TEACHER!\nShe left the school due to year 7s being bullies', 'The Brexit bores saddled us with this predictable fiasco.', 'What we have here is a cliff obsession. 🤣😂', ""UK  has 'fallen off a cliff' FIFY"", 'Sport headline today Raheem STERLING DOWN.   THE pound will be in trouble again very soon.', 'We’re so privileged it’s unreal.', 'Wheels have completely come of this Tory clown show', ""As furlough comes to an end who could've predicted  an economic downtown!"", 'FIND ME 𝐇ERE 👉 https://bit.ly/3mGK9Zp?プライベートr続nき\n\n\n\n\n\nライブ配信の再編ありがとうです！この日のライブ配信は、かならりやばかったですね！１万人を超える人が見ていたもんね（笑）やっぱり人参最高！まさかのカメラ切り忘れでやら1かしたのもドキドキでした！今後は気を付けないとね. .', ""Who would've thought that voting to end the freedom of movement of goods and people would end in an acute shortage of goods and people?"", 'No joined-up thinking !!!  What a surprise with a lunatic as PM !!!', 'More cliffs dammmm', 'At least Brexit will solve the HGV driver issue given some more time. Many of us are watching with interest and considering returning now conditions and pay will improve. We  have only been asking for this since 2000! Hoorah, Ignore us and employ direct from EU and the same problem will occur again. Look after your own first. Unfortunately, for far too long people have not been listening to us experienced UK drivers.', 'Yes! Can’t wait to see this economy half way in the grave.', 'Perhaps project fear was actually project reality?', ""UK Gov's Word, Sworn Oath, Promise, trust in a UK International Agreement, value of a UK Gov Signature are all TOTALLY MEANINGLESS & UNTRUSTWORTHY."", 'National insurance increases not until April 2022,wish they would get facts right?', 'The economic hardship , recession , unemployment and the loss of job caused by covid pandemic is enough to push people into financial ventures .', ""Where's Faridge now?!"", ""So many Benefits, but none for us. \n\nBozo's Britain."", 'Usual doom monger nonsense from the biased Sky News....Utter tosh😒', ""KABOOOOOM! Another hit by reality! Uh sorry, 'PROJECT FEAR'!"", 'the SECRET SAUCE??? HURTS LIKE HELL...""LIKE""""""""""""\nDUHH', ""Yeah, nothing to do with the most significant economic change in 40+ years? It's just a coincidence! It's Brexit, Brexit.....Brexit! Own it."", '#TryBorisForTreason', 'B-but Sovrinty?', ""And all PLANNED, not an 'accident'."", '😂😂😂😂😂😂😂', 'I got that Rejoin fever', 'No no, who cares about the economy. What matter is that your diverse and inclusive.\n\n🙃', 'Its all going out overseas', 'No problem send more warships to your importend trading partner. Dont learn your lesson usa poodle?', 'This is the UK economy in a nutshell too much greed at the top too much Lazyness at the bottom.', 'Towns that voted Brexit should get their fuel last, as its what they voted for and knew all about it.', 'The world is on fire...', 'We are likely in the worst economic situation for the Globe in human history', 'me an mommy went to cliff end once but in end we didný jump off together', 'I have about 5% of my portfolio in Uranium bitcoin any advice on any other Crypto currency that I can grow my $300k capital to a million dollars?', 'Thanks to 17 million BREX-TARDS', 'Project fear continues…', 'The next stage of the Great Reset.', ""I am furious about Brexit. Waitrose have ran out of avocados. Oliver and Sophie can't go to a European University before their Australian gap year. I can't get cheap labour for my business - and don't even talk to me about trying to get a cleaner for my second home! - people are now expecting over £10 an hour! It will wreck my nails if I have to do it myself. We are doomed."", 'NeWorld Order Finish  https://youtu.be/wXwZR1jHeD4', 'Honble UPA Chairperson Smt Soniagandhi madum please fight for to implement Ballot Paper voting system in next MP elections in 2024and to save democracy in india and public opinion in favour of Ballot Paper voting system and right to vote is fundamental right.public opinion is foundation of democracy', 'The tension before the big bang', 'Not just the UK. World economy has tanked of late.', 'The EU needs the UK more than the UK needs the EU. \nYea, about that.....', 'Remember, Brexit was supposed to make this all better. Lol 😂', 'NO CONFIDENCE IN THE BORIS ""where the fck has he vanished too this time"" JOHNSON HAS FALLEN OFF A CLIFF.', 'vae.fyi\n\nfab', 'Project Here']]"
43,['Calls for more black police representation at a senior level'],"[[""The UK's first black chief constable Michael Fuller calls for increased representation at senior levels within the police force."", '', ""Mr Fuller became the UK's first and only black chief constable in 2004 with Kent Police, having been brought up in care."", '', 'SUBSCRIBE to our YouTube channel for more videos: ']]",[''],"['3,160 views']",[[]]
44,"[""Norway could be 'a giant battery' for the UK""]","[[""When the sun doesn't shine and the winds don't blow, Norwegian hydro power could could bring energy to UK homes."", '', ""The world's longest subsea power cable in the North sea will bring green energy from the continent and hopefully provide some ease in the power crisis."", '', ""Sky News' Thomas Moore has this report from the fjords of Kvilldal."", '', 'SUBSCRIBE to our YouTube channel for more videos: ']]",[''],"['13,986 views']","[['I like that ending statement: ""Once again, it\'s Viking power that crosses the North Sea"".', '""Once again it\'s viking power that crosses the North Sea"" 😂', 'Most of the gas to Europe today comes from Norway ,because Russia has reduced supplies for political reasons ???, Norway has a very advanced network of gaspipes  to many countries in Europe.  Norway also has 7 cables to Sweden, two to Finland, one to Russia, two to Denmark, one to Germany and one to the Netherlands with ""hydropower"".', ""Can't believe that we still have to rely on importing so much energy with all the potential resources in the UK , especially in Scotland , as always we are not investing enough money in renewable energy and taking far too long to set it up which results in other countries overtaking us and benefiting from economies of scale that we can't compete with."", 'We in the UK should nor be reliant on other countries for critical elements of our infrastructure.', 'Why can’t we generate more of our own hydroelectric power from Scotland?', 'One thing this pandemic has taught me is we need to stop relying on outside infrastructure.', 'Meanwhile the EU turns to Russia, what could possibly go wrong?', ""Lmao it's like that episode of Rick and Morty"", 'This is sure to keep the lights on this winter 🤣🤣', 'Hydro Electricity ""Battery"" analogy?\nDuhhh... water hydro is battery... yeah. Me smart cave man.', 'Come on Scotland be free and do it like Norway  :)', 'Well done Norway 🙂  👍  \n\nK', '""a giant battery"" > Karl Marx', 'If the UK gov put more money into Scotlands electrical network the return would be more cost effective!', ""SKY doesn't mention that surplus wind energy in the UK can also be used for Norwegian pumped storage schemes, which will really make Norway the UK's battery."", 'Norway, the giant battery cells hydro electricity to the UK. . . .   (Suggested news headline for the project, once complete)', ""What, the UK doesn't get enough rainfall of its own?"", ""Makes sense to get it from Norway as it's all downhill to the UK."", 'do one sly news!', 'Problem. Reaction. Solution.', ""Say no Norway the way they treat others is disgusting that's why UK is short of lorry drivers so say no Norway"", ""It's not the rains the bring the floods\nIt's when they have to dump it downstream!"", 'Bring back the T 1 T ‘ S ️on page 3  of the SUN news  paper 🇬🇧🇬🇧🇬🇧️️', 'Norwegian Girl\n The Beatles', 'Dont Listen To Heat or Eat Citizens', 'We need it!  Therefore share fishing ..', '67x1e\n\nvur.fyi', 'Sounds good to me.', 'Great idea ! Save the planet ', 'Why should they I’m sure Britain could use there newly earned sovereignty to help', 'probably brexiters idea', 'What happens when global warming turns Norway into a Desert with no rain or wind?', ""Scotland exports massive amounts of electricity to England.\nIt's England that is the problem."", ""Burning money on this when the cables could be upgraded to take excess from our own island producers.\nOnly reason sky is promoting this is that norway isn't in the EU"", 'Wind energy sucks.', 'The UK keep forgetting that Norway is basically EU, now more than ever and they would never risk that deal for Britain. Or are the Brits  planning to invade Norway Old Colonial style now?', 'Bollox just like the UKs other genius plans. When they gonna build this 2099???', 'Nuclear baby.', 'Why UK and Europe against nuclear power ?  We have this technology so why we need wind / hydro ? Nuclear is green no ?', 'I hope we charge UK a lot of money for this energy.']]"
45,['Government says energy cap increase will protect us from rising global gas prices'],"[['Crime and policing minister Kit Malthouse says the government is aware of the expense the rise in energy costs will have on homes and insists the government is doing all they can to help. ', '', 'The increase on the energy cap means bills will go up for about 15 million customers. The government says the increase,  will protect millions of people from rising global gas prices.   ', '', 'A new 500 million pound fund is being set up to assist those suffering from fuel poverty this winter.', '', 'SUBSCRIBE to our YouTube channel for more videos: ']]",[''],"['2,713 views']","[[""I grew up surrounded by people living in a fuel poverty situation, that was in the early 80's , seems nothing has changed in the past 40+ years"", 'Whoever believes these Tories need to be publicly flogged', 'Great context.everyone needs more than there salary to be financially stable.the best thing to do with your money is to invest it rightly.because money left for saving always end up used with no returns.i started investing in bitcoin mid August 2021 with the help of a well-known -professional Mr francis Chanda  and the profit entirely funded my recent duplex.', 'Welcome to Boris Land.  A bit like Zombie 🧟 Land but with 100% more CLUSTER FCKS.', 'Cost of living on the up - wages down. This is going to work out..', 'His success stories are everywhere 😱', 'The Tories at this point are bordering full on abuse!', 'Let them eat cake, as long as the 1% of Eton boys are OK', 'Always increases but do we ever see a decrease when there are fluctuations? 🤔', ""No comment. Haven't the British people had enough of these liars yet???"", 'People will be kicking themselves in few weeks if they miss the opportunity to buy and invest in bitcoin', 'The Lord giveth and the Lord taketh away.', 'If the Government say It, I am highly suspicious', 'Lies lies lies\n \nI have seen In all of South London closed petrol stations. There is no supplies coming in fast enough', 'Govt have same attitude all across globe', 'did he just repeat himself twice to avoid questions?', ""Relying on natural gas makes a country completely reliant on Russia.  Most ports can not handle LNG carriers. At least with heating oil the supply chain is more diverse because it's much easier to ship."", ""Yeah climate crisis and they can't even make there minds up  if it's getting hotter or colder . 😂🤣😂"", '❤️ ❤️', ""He's obviously the best I invested 2000USD with him and in 9 days I made a profit of 9101USD"", 'How is this gonna solve the oil crisis though?', 'Energy Cap > Karl Marx', 'Brexit', 'Rent up gas up electric up  food up petrol ⛽️ up  tax up every thing up  apart from people wages   Typically tories government', '😕☝They say this now, but!', 'vae.fyi\n\nterrific', 'In America it feels like the Nixon Days. \nOnly worse.', 'B S', 'var.fyi\n\nfine']]"
46,"[""Kit Malthouse: 'How did this monster slip through the net?'""]","[[""The Minister for Crime and Policing, Kit Malthouse, says if you are uncertain of a police officer's legitimacy, call 999."", '', ""Mr Malthouse says that what happened to Sarah Everard is 'horrendous' and insists that the government and the police are looking into how it happened and how to prevent it happening again in the future."", '', 'SUBSCRIBE to our YouTube channel for more videos: ']]",[''],"['2,263 views']",[[]]
47,"[""Zoe Billingham: 'We need to stamp out in policing these misogynistic attitudes'""]","[['Zoe Billingham has descibed the actions of Wayne Couzens, who raped and murdered Sarah Everard, as a ""hammer blow to the heart of policing legitimacy.""', '', ""Formerly, Her Majesty's Inspector of the Constabulary, she says 'no longer can crimes against women and girls be treated as second rate.'"", '', 'SUBSCRIBE to our YouTube channel for more videos: ']]",[''],"['3,395 views']",[[]]
48,"['Kay Burley: Warnings of a ""winter of discontent"" with the energy price cap going up']","[['On Sky News Breakfast today,', '', '- Millions of households face higher heating bills as the energy price cap rises to its highest ever level', '', ""- Sky gets an exclusive look at the world's longest under-sea power cable in Norway - which should reduce UK carbon emissions"", '', ""- The Metropolitan Police face questions for failing to investigate previous allegations against Sarah Everard's murderer"", '', 'SUBSCRIBE to our YouTube channel for more videos: ']]",[''],"['9,714 views']",[[]]
